,gene_name,gene_id,dataset
35722,Gm48638,ENSMUSG00000114173,snRNAseq2
35723,Gm48051,ENSMUSG00000114175,snRNAseq2
35724,Gm48329,ENSMUSG00000114176,snRNAseq2
35725,Gm18362,ENSMUSG00000114177,snRNAseq2
35726,Gm48656,ENSMUSG00000114178,snRNAseq2
35727,Gm47989,ENSMUSG00000114180,snRNAseq2
35728,Gm46376,ENSMUSG00000114181,snRNAseq2
35729,Gm47195,ENSMUSG00000114183,snRNAseq2
35730,Gm7143,ENSMUSG00000114184,snRNAseq2
35731,Gm47662,ENSMUSG00000114185,snRNAseq2
35732,Gm48681,ENSMUSG00000114186,snRNAseq2
35733,Gm40849,ENSMUSG00000114188,snRNAseq2
35734,9330199G10Rik,ENSMUSG00000114189,snRNAseq2
35735,Gm18631,ENSMUSG00000114191,snRNAseq2
35736,Gm33115,ENSMUSG00000114192,snRNAseq2
35737,Gm48139,ENSMUSG00000114193,snRNAseq2
35738,Gm47743,ENSMUSG00000114197,snRNAseq2
35739,Gm49341,ENSMUSG00000114199,snRNAseq2
35740,Gm18079,ENSMUSG00000114201,snRNAseq2
35741,Gm35279,ENSMUSG00000114203,snRNAseq2
35742,Gm47520,ENSMUSG00000114204,snRNAseq2
35743,Gm41109,ENSMUSG00000114207,snRNAseq2
35744,Gm48433,ENSMUSG00000114209,snRNAseq2
35745,A330084C13Rik,ENSMUSG00000114210,snRNAseq2
35746,Gm47985,ENSMUSG00000114212,snRNAseq2
35747,A430090L17Rik,ENSMUSG00000114213,snRNAseq2
35748,Gm41102,ENSMUSG00000114214,snRNAseq2
35749,Gm48592,ENSMUSG00000114216,snRNAseq2
35750,Gm7054,ENSMUSG00000114217,snRNAseq2
35751,Gm47423,ENSMUSG00000114218,snRNAseq2
35752,Gm10353,ENSMUSG00000114220,snRNAseq2
35753,Gm19320,ENSMUSG00000114222,snRNAseq2
35754,Gm19108,ENSMUSG00000114223,snRNAseq2
35755,Gm34440,ENSMUSG00000114224,snRNAseq2
35756,Gm47883,ENSMUSG00000114225,snRNAseq2
35757,Gm48412,ENSMUSG00000114226,snRNAseq2
35758,Gm5204,ENSMUSG00000114227,snRNAseq2
35759,Gm48239,ENSMUSG00000114230,snRNAseq2
35760,Gm17747,ENSMUSG00000114232,snRNAseq2
35761,F530104D19Rik,ENSMUSG00000114235,snRNAseq2
35762,Rps17-ps1,ENSMUSG00000114238,snRNAseq2
35763,Gm30108,ENSMUSG00000114241,snRNAseq2
35764,Gm47119,ENSMUSG00000114244,snRNAseq2
35765,Gm38655,ENSMUSG00000114245,snRNAseq2
35766,Gm48603,ENSMUSG00000114246,snRNAseq2
35767,Gm32063,ENSMUSG00000114247,snRNAseq2
35768,Gm49142,ENSMUSG00000114250,snRNAseq2
35769,Tmed10-ps,ENSMUSG00000114251,snRNAseq2
35770,Gm5630,ENSMUSG00000114252,snRNAseq2
35771,Gm48067,ENSMUSG00000114254,snRNAseq2
35772,Gm29844,ENSMUSG00000114256,snRNAseq2
35773,Gm47654,ENSMUSG00000114257,snRNAseq2
35774,Gm47074,ENSMUSG00000114258,snRNAseq2
35775,Gm49351,ENSMUSG00000114259,snRNAseq2
35776,Gm48243,ENSMUSG00000114261,snRNAseq2
35777,AC124569.1,ENSMUSG00000114262,snRNAseq2
35778,Gm7201,ENSMUSG00000114263,snRNAseq2
35779,Gm48095,ENSMUSG00000114264,snRNAseq2
35780,Gm48600,ENSMUSG00000114267,snRNAseq2
35781,Gm48841,ENSMUSG00000114268,snRNAseq2
35782,AC139580.1,ENSMUSG00000114269,snRNAseq2
35783,Gm48746,ENSMUSG00000114270,snRNAseq2
35784,Gm34585,ENSMUSG00000114273,snRNAseq2
35785,Gm48534,ENSMUSG00000114275,snRNAseq2
35786,Gm47849,ENSMUSG00000114276,snRNAseq2
35787,Gm48583,ENSMUSG00000114277,snRNAseq2
35788,Gm48320,ENSMUSG00000114281,snRNAseq2
35789,5330431K02Rik,ENSMUSG00000114282,snRNAseq2
35790,Gm47057,ENSMUSG00000114283,snRNAseq2
35791,9630015K15Rik,ENSMUSG00000114284,snRNAseq2
35792,Gm47773,ENSMUSG00000114285,snRNAseq2
35793,Gm47850,ENSMUSG00000114286,snRNAseq2
35794,Gm5197,ENSMUSG00000114287,snRNAseq2
35795,Gm48453,ENSMUSG00000114289,snRNAseq2
35796,4930435F18Rik,ENSMUSG00000114290,snRNAseq2
35797,Gm47471,ENSMUSG00000114291,snRNAseq2
35798,Gm6076,ENSMUSG00000114292,snRNAseq2
35799,Gm47577,ENSMUSG00000114294,snRNAseq2
35800,Gm2534,ENSMUSG00000114295,snRNAseq2
35801,Gm47791,ENSMUSG00000114299,snRNAseq2
35802,Gm48300,ENSMUSG00000114301,snRNAseq2
35803,Gm48683,ENSMUSG00000114302,snRNAseq2
35804,Gm48099,ENSMUSG00000114304,snRNAseq2
35805,4930526H09Rik,ENSMUSG00000114307,snRNAseq2
35806,Gm48390,ENSMUSG00000114308,snRNAseq2
35807,Gm48295,ENSMUSG00000114309,snRNAseq2
35808,Gm48602,ENSMUSG00000114310,snRNAseq2
35809,Gm18077,ENSMUSG00000114312,snRNAseq2
35810,Gm4066,ENSMUSG00000114313,snRNAseq2
35811,Gm48696,ENSMUSG00000114315,snRNAseq2
35812,Gm17740,ENSMUSG00000114316,snRNAseq2
35813,Gm48781,ENSMUSG00000114318,snRNAseq2
35814,Gm47509,ENSMUSG00000114319,snRNAseq2
35815,Gm30839,ENSMUSG00000114320,snRNAseq2
35816,Gm8971,ENSMUSG00000114321,snRNAseq2
35817,Gm47758,ENSMUSG00000114323,snRNAseq2
35818,Gm18135,ENSMUSG00000114324,snRNAseq2
35819,Gm4938,ENSMUSG00000114326,snRNAseq2
35820,Gm40988,ENSMUSG00000114327,snRNAseq2
35821,Gm30489,ENSMUSG00000114329,snRNAseq2
35822,Gm48056,ENSMUSG00000114331,snRNAseq2
35823,Gm8847,ENSMUSG00000114332,snRNAseq2
35824,1700084D21Rik,ENSMUSG00000114333,snRNAseq2
35825,Gm31393,ENSMUSG00000114334,snRNAseq2
35826,Gm8456,ENSMUSG00000114335,snRNAseq2
35827,Gm18643,ENSMUSG00000114336,snRNAseq2
35828,Gm4059,ENSMUSG00000114338,snRNAseq2
35829,Gm47104,ENSMUSG00000114341,snRNAseq2
35830,4921520N01Rik,ENSMUSG00000114342,snRNAseq2
35831,Gm48322,ENSMUSG00000114343,snRNAseq2
35832,Gm17941,ENSMUSG00000114344,snRNAseq2
35833,Gm10873,ENSMUSG00000114345,snRNAseq2
35834,Gm5195,ENSMUSG00000114346,snRNAseq2
35835,Gm47913,ENSMUSG00000114347,snRNAseq2
35836,Gm41031,ENSMUSG00000114348,snRNAseq2
35837,AC118704.1,ENSMUSG00000114351,snRNAseq2
35838,4931407E12Rik,ENSMUSG00000114352,snRNAseq2
35839,Gm7896,ENSMUSG00000114353,snRNAseq2
35840,CT009713.1,ENSMUSG00000114355,snRNAseq2
35841,Gm47265,ENSMUSG00000114356,snRNAseq2
35842,Gm48449,ENSMUSG00000114357,snRNAseq2
35843,Gm5200,ENSMUSG00000114358,snRNAseq2
35844,Gm47816,ENSMUSG00000114359,snRNAseq2
35845,Gm48596,ENSMUSG00000114360,snRNAseq2
35846,Gm47426,ENSMUSG00000114364,snRNAseq2
35847,Gm9098,ENSMUSG00000114365,snRNAseq2
35848,Gm48216,ENSMUSG00000114367,snRNAseq2
35849,Gm41077,ENSMUSG00000114369,snRNAseq2
35850,Gm48769,ENSMUSG00000114371,snRNAseq2
35851,2310067P03Rik,ENSMUSG00000114372,snRNAseq2
35852,Gm7911,ENSMUSG00000114374,snRNAseq2
35853,Gm31544,ENSMUSG00000114375,snRNAseq2
35854,Gm18807,ENSMUSG00000114376,snRNAseq2
35855,Gm49355,ENSMUSG00000114378,snRNAseq2
35856,Gm4241,ENSMUSG00000114379,snRNAseq2
35857,Gm47942,ENSMUSG00000114380,snRNAseq2
35858,Gm47361,ENSMUSG00000114381,snRNAseq2
35859,Gm4814,ENSMUSG00000114382,snRNAseq2
35860,Gm3963,ENSMUSG00000114383,snRNAseq2
35861,4930455J16Rik,ENSMUSG00000114384,snRNAseq2
35862,Gm48344,ENSMUSG00000114385,snRNAseq2
35863,Gm47576,ENSMUSG00000114386,snRNAseq2
35864,Gm48767,ENSMUSG00000114387,snRNAseq2
35865,Gm48510,ENSMUSG00000114388,snRNAseq2
35866,1700062C10Rik,ENSMUSG00000114390,snRNAseq2
35867,Gm8961,ENSMUSG00000114392,snRNAseq2
35868,Gm47359,ENSMUSG00000114393,snRNAseq2
35869,Gm19153,ENSMUSG00000114394,snRNAseq2
35870,Gm47464,ENSMUSG00000114395,snRNAseq2
35871,Gm31227,ENSMUSG00000114396,snRNAseq2
35872,Gm7621,ENSMUSG00000114397,snRNAseq2
35873,Gm20763,ENSMUSG00000114398,snRNAseq2
35874,Gm47994,ENSMUSG00000114399,snRNAseq2
35875,Gm47533,ENSMUSG00000114400,snRNAseq2
35876,Gm38604,ENSMUSG00000114401,snRNAseq2
35877,Gm21021,ENSMUSG00000114403,snRNAseq2
35878,Gm47825,ENSMUSG00000114405,snRNAseq2
35879,Gm48323,ENSMUSG00000114406,snRNAseq2
35880,Gm48765,ENSMUSG00000114407,snRNAseq2
35881,Gm47810,ENSMUSG00000114408,snRNAseq2
35882,Gm9042,ENSMUSG00000114409,snRNAseq2
35883,Gm2048,ENSMUSG00000114410,snRNAseq2
35884,A930014D07Rik,ENSMUSG00000114414,snRNAseq2
35885,Gm41030,ENSMUSG00000114415,snRNAseq2
35886,Gm18883,ENSMUSG00000114418,snRNAseq2
35887,Gm48906,ENSMUSG00000114420,snRNAseq2
35888,Gm48526,ENSMUSG00000114421,snRNAseq2
35889,Gm30411,ENSMUSG00000114422,snRNAseq2
35890,Gm48404,ENSMUSG00000114423,snRNAseq2
35891,Gm47414,ENSMUSG00000114424,snRNAseq2
35892,Gm10769,ENSMUSG00000114426,snRNAseq2
35893,Gm47707,ENSMUSG00000114428,snRNAseq2
35894,Gm40264,ENSMUSG00000114430,snRNAseq2
35895,Gm48601,ENSMUSG00000114431,snRNAseq2
35896,Gm48360,ENSMUSG00000114434,snRNAseq2
35897,Gm3778,ENSMUSG00000114435,snRNAseq2
35898,4930415C11Rik,ENSMUSG00000114437,snRNAseq2
35899,Gm47827,ENSMUSG00000114438,snRNAseq2
35900,Gm48395,ENSMUSG00000114439,snRNAseq2
35901,Gm33472,ENSMUSG00000114441,snRNAseq2
35902,F630042J09Rik,ENSMUSG00000114442,snRNAseq2
35903,Gm19241,ENSMUSG00000114443,snRNAseq2
35904,Gm47008,ENSMUSG00000114444,snRNAseq2
35905,Gm33524,ENSMUSG00000114446,snRNAseq2
35906,C630044B11Rik,ENSMUSG00000114448,snRNAseq2
35907,Gm48325,ENSMUSG00000114449,snRNAseq2
35908,Gm47912,ENSMUSG00000114451,snRNAseq2
35909,Gm17805,ENSMUSG00000114453,snRNAseq2
35910,Hist1h2bh,ENSMUSG00000114456,snRNAseq2
35911,Gm36346,ENSMUSG00000114457,snRNAseq2
35912,Gm47551,ENSMUSG00000114458,snRNAseq2
35913,Gm8371,ENSMUSG00000114462,snRNAseq2
35914,Gm19139,ENSMUSG00000114465,snRNAseq2
35915,Gm19216,ENSMUSG00000114466,snRNAseq2
35916,Gm48430,ENSMUSG00000114467,snRNAseq2
35917,Gm48879,ENSMUSG00000114468,snRNAseq2
35918,Gm49395,ENSMUSG00000114470,snRNAseq2
35919,Gm34388,ENSMUSG00000114474,snRNAseq2
35920,Gm21063,ENSMUSG00000114476,snRNAseq2
35921,Gm8795,ENSMUSG00000114477,snRNAseq2
35922,Gm34558,ENSMUSG00000114478,snRNAseq2
35923,Gm3637,ENSMUSG00000114480,snRNAseq2
35924,Gm46415,ENSMUSG00000114481,snRNAseq2
35925,Gm7604,ENSMUSG00000114482,snRNAseq2
35926,Gm49144,ENSMUSG00000114483,snRNAseq2
35927,Gm8517,ENSMUSG00000114484,snRNAseq2
35928,Gm47330,ENSMUSG00000114485,snRNAseq2
35929,Gm48447,ENSMUSG00000114486,snRNAseq2
35930,Gm5802,ENSMUSG00000114488,snRNAseq2
35931,Vmn2r-ps109,ENSMUSG00000114489,snRNAseq2
35932,Gm19866,ENSMUSG00000114490,snRNAseq2
35933,AC133598.1,ENSMUSG00000114491,snRNAseq2
35934,Gm9984,ENSMUSG00000114492,snRNAseq2
35935,Gm48663,ENSMUSG00000114494,snRNAseq2
35936,Gm5664,ENSMUSG00000114495,snRNAseq2
35937,Gm48852,ENSMUSG00000114497,snRNAseq2
35938,Gm48339,ENSMUSG00000114498,snRNAseq2
35939,Gm48489,ENSMUSG00000114499,snRNAseq2
35940,Gm40975,ENSMUSG00000114502,snRNAseq2
35941,Gm20242,ENSMUSG00000114503,snRNAseq2
35942,Gm48321,ENSMUSG00000114504,snRNAseq2
35943,Gm48471,ENSMUSG00000114505,snRNAseq2
35944,Gm30747,ENSMUSG00000114507,snRNAseq2
35945,4930471G24Rik,ENSMUSG00000114509,snRNAseq2
35946,0710001A04Rik,ENSMUSG00000114511,snRNAseq2
35947,Gm47780,ENSMUSG00000114513,snRNAseq2
35948,Aldoa,ENSMUSG00000114515,snRNAseq2
35949,Gm46440,ENSMUSG00000114516,snRNAseq2
35950,Gm19290,ENSMUSG00000114517,snRNAseq2
35951,Gm48208,ENSMUSG00000114518,snRNAseq2
35952,Gm32376,ENSMUSG00000114519,snRNAseq2
35953,Gm41073,ENSMUSG00000114520,snRNAseq2
35954,Gm32067,ENSMUSG00000114522,snRNAseq2
35955,Gm48394,ENSMUSG00000114523,snRNAseq2
35956,Gm47990,ENSMUSG00000114525,snRNAseq2
35957,A930015P04Rik,ENSMUSG00000114526,snRNAseq2
35958,Gm46388,ENSMUSG00000114528,snRNAseq2
35959,Gm4939,ENSMUSG00000114529,snRNAseq2
35960,Gm48725,ENSMUSG00000114530,snRNAseq2
35961,A530065N20Rik,ENSMUSG00000114531,snRNAseq2
35962,2610318M16Rik,ENSMUSG00000114532,snRNAseq2
35963,Gm8416,ENSMUSG00000114533,snRNAseq2
35964,Gm47246,ENSMUSG00000114535,snRNAseq2
35965,Gm48569,ENSMUSG00000114537,snRNAseq2
35966,AC117608.1,ENSMUSG00000114538,snRNAseq2
35967,Gm47921,ENSMUSG00000114539,snRNAseq2
35968,Gm29680,ENSMUSG00000114541,snRNAseq2
35969,Gm18142,ENSMUSG00000114542,snRNAseq2
35970,Gm48028,ENSMUSG00000114543,snRNAseq2
35971,Gm49146,ENSMUSG00000114544,snRNAseq2
35972,Gm49350,ENSMUSG00000114546,snRNAseq2
35973,Gm3226,ENSMUSG00000114547,snRNAseq2
35974,Gm6785,ENSMUSG00000114548,snRNAseq2
35975,Vmn2r-ps106,ENSMUSG00000114549,snRNAseq2
35976,AC167192.1,ENSMUSG00000114550,snRNAseq2
35977,Gm48570,ENSMUSG00000114552,snRNAseq2
35978,AC154646.1,ENSMUSG00000114553,snRNAseq2
35979,Gm3895,ENSMUSG00000114556,snRNAseq2
35980,Gm8345,ENSMUSG00000114557,snRNAseq2
35981,Gm9570,ENSMUSG00000114558,snRNAseq2
35982,Gm47429,ENSMUSG00000114559,snRNAseq2
35983,Gm35160,ENSMUSG00000114560,snRNAseq2
35984,Gm48515,ENSMUSG00000114561,snRNAseq2
35985,1700016K05Rik,ENSMUSG00000114563,snRNAseq2
35986,Gm10739,ENSMUSG00000114564,snRNAseq2
35987,Gm47651,ENSMUSG00000114565,snRNAseq2
35988,Gm47774,ENSMUSG00000114567,snRNAseq2
35989,Gm48732,ENSMUSG00000114568,snRNAseq2
35990,Gm35215,ENSMUSG00000114569,snRNAseq2
35991,Gm48058,ENSMUSG00000114570,snRNAseq2
35992,Gm35595,ENSMUSG00000114571,snRNAseq2
35993,Gm48457,ENSMUSG00000114572,snRNAseq2
35994,Gm47732,ENSMUSG00000114573,snRNAseq2
35995,Gm47685,ENSMUSG00000114574,snRNAseq2
35996,Gm47814,ENSMUSG00000114575,snRNAseq2
35997,Gm35217,ENSMUSG00000114577,snRNAseq2
35998,Gm47158,ENSMUSG00000114578,snRNAseq2
35999,Gm4130,ENSMUSG00000114579,snRNAseq2
36000,Gm48782,ENSMUSG00000114580,snRNAseq2
36001,Gm8277,ENSMUSG00000114581,snRNAseq2
36002,3110040M04Rik,ENSMUSG00000114582,snRNAseq2
36003,Gm31804,ENSMUSG00000114586,snRNAseq2
36004,Gm48533,ENSMUSG00000114587,snRNAseq2
36005,Gm18518,ENSMUSG00000114589,snRNAseq2
36006,5930438M14Rik,ENSMUSG00000114590,snRNAseq2
36007,Gm47996,ENSMUSG00000114591,snRNAseq2
36008,Gm5042,ENSMUSG00000114592,snRNAseq2
36009,Gm48402,ENSMUSG00000114594,snRNAseq2
36010,Gm48004,ENSMUSG00000114595,snRNAseq2
36011,Gm47523,ENSMUSG00000114596,snRNAseq2
36012,Gm47067,ENSMUSG00000114597,snRNAseq2
36013,D130062J10Rik,ENSMUSG00000114598,snRNAseq2
36014,Gm46387,ENSMUSG00000114600,snRNAseq2
36015,2010203P06Rik,ENSMUSG00000114604,snRNAseq2
36016,C130051F05Rik,ENSMUSG00000114605,snRNAseq2
36017,AC154576.1,ENSMUSG00000114606,snRNAseq2
36018,Gm8990,ENSMUSG00000114607,snRNAseq2
36019,Cyp2c52-ps,ENSMUSG00000114610,snRNAseq2
36020,Gm47550,ENSMUSG00000114612,snRNAseq2
36021,Gm10732,ENSMUSG00000114613,snRNAseq2
36022,Gm47745,ENSMUSG00000114614,snRNAseq2
36023,Gm48766,ENSMUSG00000114617,snRNAseq2
36024,Gm41183,ENSMUSG00000114618,snRNAseq2
36025,Gm49141,ENSMUSG00000114619,snRNAseq2
36026,Gm31107,ENSMUSG00000114621,snRNAseq2
36027,Gm18990,ENSMUSG00000114622,snRNAseq2
36028,Gm48267,ENSMUSG00000114624,snRNAseq2
36029,Gm48266,ENSMUSG00000114626,snRNAseq2
36030,B230220B15Rik,ENSMUSG00000114627,snRNAseq2
36031,Gm19018,ENSMUSG00000114628,snRNAseq2
36032,Gm48244,ENSMUSG00000114629,snRNAseq2
36033,Gm48105,ENSMUSG00000114630,snRNAseq2
36034,Gm5199,ENSMUSG00000114631,snRNAseq2
36035,Gm48399,ENSMUSG00000114632,snRNAseq2
36036,Gm46416,ENSMUSG00000114633,snRNAseq2
36037,Gm49392,ENSMUSG00000114635,snRNAseq2
36038,Gm18275,ENSMUSG00000114636,snRNAseq2
36039,Gm47851,ENSMUSG00000114637,snRNAseq2
36040,Gm31834,ENSMUSG00000114638,snRNAseq2
36041,Gm31946,ENSMUSG00000114639,snRNAseq2
36042,Gm48107,ENSMUSG00000114640,snRNAseq2
36043,Gm46476,ENSMUSG00000114641,snRNAseq2
36044,Gm18064,ENSMUSG00000114643,snRNAseq2
36045,Gm47243,ENSMUSG00000114644,snRNAseq2
36046,AC164297.1,ENSMUSG00000114645,snRNAseq2
36047,Gm47888,ENSMUSG00000114646,snRNAseq2
36048,Gm30127,ENSMUSG00000114647,snRNAseq2
36049,3110006O06Rik,ENSMUSG00000114649,snRNAseq2
36050,Gm47570,ENSMUSG00000114650,snRNAseq2
36051,Gm6200,ENSMUSG00000114651,snRNAseq2
36052,Gm41043,ENSMUSG00000114652,snRNAseq2
36053,Gm18398,ENSMUSG00000114653,snRNAseq2
36054,Gm47918,ENSMUSG00000114654,snRNAseq2
36055,2810403G07Rik,ENSMUSG00000114656,snRNAseq2
36056,Gm31191,ENSMUSG00000114659,snRNAseq2
36057,Gm47881,ENSMUSG00000114660,snRNAseq2
36058,Gm40976,ENSMUSG00000114663,snRNAseq2
36059,Vmn1r-ps101,ENSMUSG00000114666,snRNAseq2
36060,Ctsm-ps2,ENSMUSG00000114667,snRNAseq2
36061,Gm48384,ENSMUSG00000114669,snRNAseq2
36062,Gm18072,ENSMUSG00000114670,snRNAseq2
36063,Gm48211,ENSMUSG00000114671,snRNAseq2
36064,Gm48192,ENSMUSG00000114672,snRNAseq2
36065,1700016H03Rik,ENSMUSG00000114673,snRNAseq2
36066,Gm18834,ENSMUSG00000114675,snRNAseq2
36067,Gm47678,ENSMUSG00000114676,snRNAseq2
36068,Gm48481,ENSMUSG00000114678,snRNAseq2
36069,Gm47256,ENSMUSG00000114679,snRNAseq2
36070,Gm47202,ENSMUSG00000114680,snRNAseq2
36071,1700026N04Rik,ENSMUSG00000114681,snRNAseq2
36072,Gm48775,ENSMUSG00000114682,snRNAseq2
36073,Gm47763,ENSMUSG00000114683,snRNAseq2
36074,Gm48351,ENSMUSG00000114685,snRNAseq2
36075,Gm4573,ENSMUSG00000114686,snRNAseq2
36076,Gm5452,ENSMUSG00000114687,snRNAseq2
36077,Gm47381,ENSMUSG00000114688,snRNAseq2
36078,Gm48157,ENSMUSG00000114692,snRNAseq2
36079,Gm41177,ENSMUSG00000114693,snRNAseq2
36080,Gm47995,ENSMUSG00000114694,snRNAseq2
36081,Gm48648,ENSMUSG00000114695,snRNAseq2
36082,Gm47479,ENSMUSG00000114696,snRNAseq2
36083,Rpl31-ps3,ENSMUSG00000114698,snRNAseq2
36084,Vmn1r-ps131,ENSMUSG00000114699,snRNAseq2
36085,Gm19010,ENSMUSG00000114700,snRNAseq2
36086,Gm47731,ENSMUSG00000114701,snRNAseq2
36087,Gm40828,ENSMUSG00000114702,snRNAseq2
36088,Gm47776,ENSMUSG00000114703,snRNAseq2
36089,Gm48003,ENSMUSG00000114704,snRNAseq2
36090,Gm18760,ENSMUSG00000114705,snRNAseq2
36091,Gm47952,ENSMUSG00000114706,snRNAseq2
36092,Gm47558,ENSMUSG00000114707,snRNAseq2
36093,Gm30177,ENSMUSG00000114708,snRNAseq2
36094,Gm47920,ENSMUSG00000114709,snRNAseq2
36095,Gm47759,ENSMUSG00000114711,snRNAseq2
36096,Gm47569,ENSMUSG00000114712,snRNAseq2
36097,Gm48763,ENSMUSG00000114714,snRNAseq2
36098,Gm34471,ENSMUSG00000114715,snRNAseq2
36099,Vmn2r-ps108,ENSMUSG00000114716,snRNAseq2
36100,Gm17832,ENSMUSG00000114717,snRNAseq2
36101,Gm18134,ENSMUSG00000114719,snRNAseq2
36102,Gm41162,ENSMUSG00000114720,snRNAseq2
36103,Gm47938,ENSMUSG00000114721,snRNAseq2
36104,CT025624.1,ENSMUSG00000114722,snRNAseq2
36105,Gm48900,ENSMUSG00000114726,snRNAseq2
36106,Gm47014,ENSMUSG00000114730,snRNAseq2
36107,Gm47914,ENSMUSG00000114731,snRNAseq2
36108,Gm40918,ENSMUSG00000114732,snRNAseq2
36109,Gm4815,ENSMUSG00000114733,snRNAseq2
36110,Gm48397,ENSMUSG00000114734,snRNAseq2
36111,Gm48156,ENSMUSG00000114735,snRNAseq2
36112,Gm47336,ENSMUSG00000114736,snRNAseq2
36113,Gm8483,ENSMUSG00000114737,snRNAseq2
36114,Gm41041,ENSMUSG00000114738,snRNAseq2
36115,Gm47653,ENSMUSG00000114740,snRNAseq2
36116,Gm47971,ENSMUSG00000114741,snRNAseq2
36117,Gm34672,ENSMUSG00000114743,snRNAseq2
36118,4933436N17Rik,ENSMUSG00000114746,snRNAseq2
36119,Gm18265,ENSMUSG00000114750,snRNAseq2
36120,5430425E15Rik,ENSMUSG00000114751,snRNAseq2
36121,Gm34059,ENSMUSG00000114753,snRNAseq2
36122,Gm8996,ENSMUSG00000114754,snRNAseq2
36123,Galr3,ENSMUSG00000114755,snRNAseq2
36124,Gm47273,ENSMUSG00000114756,snRNAseq2
36125,Gm48126,ENSMUSG00000114757,snRNAseq2
36126,Gm48005,ENSMUSG00000114758,snRNAseq2
36127,Gm10257,ENSMUSG00000114759,snRNAseq2
36128,Gm48006,ENSMUSG00000114760,snRNAseq2
36129,Gm47242,ENSMUSG00000114761,snRNAseq2
36130,Gm47007,ENSMUSG00000114762,snRNAseq2
36131,Gm49354,ENSMUSG00000114763,snRNAseq2
36132,Gm8514,ENSMUSG00000114765,snRNAseq2
36133,Gm5203,ENSMUSG00000114766,snRNAseq2
36134,Gm46392,ENSMUSG00000114767,snRNAseq2
36135,Gm48857,ENSMUSG00000114768,snRNAseq2
36136,4921522A10Rik,ENSMUSG00000114770,snRNAseq2
36137,2210404E10Rik,ENSMUSG00000114772,snRNAseq2
36138,Gm35281,ENSMUSG00000114774,snRNAseq2
36139,Gm33172,ENSMUSG00000114775,snRNAseq2
36140,Gm18260,ENSMUSG00000114776,snRNAseq2
36141,AC164297.2,ENSMUSG00000114777,snRNAseq2
36142,Gm47463,ENSMUSG00000114781,snRNAseq2
36143,Gm48217,ENSMUSG00000114783,snRNAseq2
36144,Gm41115,ENSMUSG00000114785,snRNAseq2
36145,Gm48594,ENSMUSG00000114786,snRNAseq2
36146,Gm48899,ENSMUSG00000114788,snRNAseq2
36147,Gm31577,ENSMUSG00000114789,snRNAseq2
36148,4921509O07Rik,ENSMUSG00000114790,snRNAseq2
36149,Gm6416,ENSMUSG00000114792,snRNAseq2
36150,Gm48414,ENSMUSG00000114793,snRNAseq2
36151,Gm47782,ENSMUSG00000114794,snRNAseq2
36152,Gm48396,ENSMUSG00000114795,snRNAseq2
36153,A930028N01Rik,ENSMUSG00000114796,snRNAseq2
36154,Gm20769,ENSMUSG00000114798,snRNAseq2
36155,Gm31600,ENSMUSG00000114800,snRNAseq2
36156,Cts7-ps,ENSMUSG00000114802,snRNAseq2
36157,Gm18073,ENSMUSG00000114804,snRNAseq2
36158,Gm9626,ENSMUSG00000114805,snRNAseq2
36159,Gm8963,ENSMUSG00000114806,snRNAseq2
36160,Gm36101,ENSMUSG00000114810,snRNAseq2
36161,Vmn1r-ps133,ENSMUSG00000114811,snRNAseq2
36162,Gm48361,ENSMUSG00000114814,snRNAseq2
36163,Gm41118,ENSMUSG00000114815,snRNAseq2
36164,Gm10323,ENSMUSG00000114816,snRNAseq2
36165,Gm48356,ENSMUSG00000114817,snRNAseq2
36166,Gm35164,ENSMUSG00000114818,snRNAseq2
36167,Gm48785,ENSMUSG00000114819,snRNAseq2
36168,Gm48200,ENSMUSG00000114820,snRNAseq2
36169,Gm31630,ENSMUSG00000114823,snRNAseq2
36170,Gm19119,ENSMUSG00000114825,snRNAseq2
36171,Gm46432,ENSMUSG00000114827,snRNAseq2
36172,AI463229,ENSMUSG00000114828,snRNAseq2
36173,Gm47400,ENSMUSG00000114830,snRNAseq2
36174,Gm18361,ENSMUSG00000114831,snRNAseq2
36175,Gm21388,ENSMUSG00000114832,snRNAseq2
36176,Gm41192,ENSMUSG00000114833,snRNAseq2
36177,Gm48090,ENSMUSG00000114837,snRNAseq2
36178,Gm40989,ENSMUSG00000114839,snRNAseq2
36179,Gm48212,ENSMUSG00000114840,snRNAseq2
36180,Gm35733,ENSMUSG00000114843,snRNAseq2
36181,Gm19222,ENSMUSG00000114844,snRNAseq2
36182,Gm47511,ENSMUSG00000114845,snRNAseq2
36183,Gm29927,ENSMUSG00000114846,snRNAseq2
36184,Gm47892,ENSMUSG00000114847,snRNAseq2
36185,Gm35389,ENSMUSG00000114848,snRNAseq2
36186,Gm48595,ENSMUSG00000114849,snRNAseq2
36187,Gm8438,ENSMUSG00000114850,snRNAseq2
36188,D030051J21Rik,ENSMUSG00000114853,snRNAseq2
36189,Gm34354,ENSMUSG00000114854,snRNAseq2
36190,Gm47642,ENSMUSG00000114856,snRNAseq2
36191,Gm48770,ENSMUSG00000114857,snRNAseq2
36192,Gm5790,ENSMUSG00000114858,snRNAseq2
36193,Gm49291,ENSMUSG00000114860,snRNAseq2
36194,Gm47991,ENSMUSG00000114861,snRNAseq2
36195,Gm4817,ENSMUSG00000114862,snRNAseq2
36196,Gm29776,ENSMUSG00000114865,snRNAseq2
